SETTLEMENTDATE,REGIONID,RRP
2025-07-06 06:50:00,VIC1,73.56
2025-07-06 06:55:00,VIC1,75.00944
2025-07-06 07:00:00,VIC1,73.56
2025-07-06 07:05:00,VIC1,68.45485
2025-07-06 07:10:00,VIC1,72.41
2025-07-06 07:15:00,VIC1,73.56
2025-07-06 07:20:00,VIC1,73.56
2025-07-06 07:25:00,VIC1,76.15316
2025-07-06 07:30:00,VIC1,104.62939
2025-07-06 07:35:00,VIC1,79.74305
2025-07-06 07:40:00,VIC1,94.28838
2025-07-06 07:45:00,VIC1,91.11438
2025-07-06 07:50:00,VIC1,91.63342
2025-07-06 07:55:00,VIC1,88.51625
2025-07-06 08:00:00,VIC1,94.18625
2025-07-06 08:05:00,VIC1,95.75492
2025-07-06 08:10:00,VIC1,80.15727
2025-07-06 08:15:00,VIC1,73.56
2025-07-06 08:20:00,VIC1,75.82817
2025-07-06 08:25:00,VIC1,63.30379
2025-07-06 08:30:00,VIC1,62.89169
2025-07-06 08:35:00,VIC1,62.89687
2025-07-06 08:40:00,VIC1,57.2745
2025-07-06 08:45:00,VIC1,57.60134
2025-07-06 08:50:00,VIC1,37.22948
2025-07-06 08:55:00,VIC1,37.52582
2025-07-06 09:00:00,VIC1,37.26285
2025-07-06 09:05:00,VIC1,36.62595
2025-07-06 09:10:00,VIC1,46.33
2025-07-06 09:15:00,VIC1,44.17628
2025-07-06 09:20:00,VIC1,8.95
2025-07-06 09:25:00,VIC1,40.86097
2025-07-06 09:30:00,VIC1,20.0
2025-07-06 09:35:00,VIC1,19.6301
2025-07-06 09:40:00,VIC1,20.0
2025-07-06 09:45:00,VIC1,48.97121
2025-07-06 09:50:00,VIC1,35.7486
2025-07-06 09:55:00,VIC1,20.0
2025-07-06 10:00:00,VIC1,23.74722
2025-07-06 10:05:00,VIC1,34.83051
2025-07-06 10:10:00,VIC1,41.13591
2025-07-06 10:15:00,VIC1,20.0
2025-07-06 10:20:00,VIC1,41.0302
2025-07-06 10:25:00,VIC1,20.0
2025-07-06 10:30:00,VIC1,20.0
2025-07-06 10:35:00,VIC1,31.13445
2025-07-06 10:40:00,VIC1,56.07943
2025-07-06 10:45:00,VIC1,27.3115
2025-07-06 10:50:00,VIC1,16.76997
2025-07-06 10:55:00,VIC1,20.0
2025-07-06 11:00:00,VIC1,37.3622
2025-07-06 11:05:00,VIC1,20.0001
2025-07-06 11:10:00,VIC1,40.20171
2025-07-06 11:15:00,VIC1,46.33
2025-07-06 11:20:00,VIC1,17.52419
2025-07-06 11:25:00,VIC1,27.43679
2025-07-06 11:30:00,VIC1,36.92875
2025-07-06 11:35:00,VIC1,34.56697
2025-07-06 11:40:00,VIC1,34.83211
2025-07-06 11:45:00,VIC1,49.82358
2025-07-06 11:50:00,VIC1,48.71296
2025-07-06 11:55:00,VIC1,46.22
2025-07-06 12:00:00,VIC1,46.22
2025-07-06 12:05:00,VIC1,38.8667
2025-07-06 12:10:00,VIC1,46.33
2025-07-06 12:15:00,VIC1,37.89324
2025-07-06 12:20:00,VIC1,39.65497
2025-07-06 12:25:00,VIC1,54.33125
2025-07-06 12:30:00,VIC1,49.39479
2025-07-06 12:35:00,VIC1,46.22
2025-07-06 12:40:00,VIC1,71.85272
2025-07-06 12:45:00,VIC1,76.92684
2025-07-06 12:50:00,VIC1,46.22
2025-07-06 12:55:00,VIC1,46.22
2025-07-06 13:00:00,VIC1,56.06165
2025-07-06 13:05:00,VIC1,56.3125
2025-07-06 13:10:00,VIC1,61.25135
2025-07-06 13:15:00,VIC1,58.57146
2025-07-06 13:20:00,VIC1,54.66242
2025-07-06 13:25:00,VIC1,47.67044
2025-07-06 13:30:00,VIC1,60.87998
2025-07-06 13:35:00,VIC1,20.0
2025-07-06 13:40:00,VIC1,52.38364
2025-07-06 13:45:00,VIC1,38.43762
2025-07-06 13:50:00,VIC1,37.8306
2025-07-06 13:55:00,VIC1,49.46742
2025-07-06 14:00:00,VIC1,65.08517
2025-07-06 14:05:00,VIC1,70.37527
2025-07-06 14:10:00,VIC1,50.12777
2025-07-06 14:15:00,VIC1,59.47211
2025-07-06 14:20:00,VIC1,58.16159
2025-07-06 14:25:00,VIC1,79.53753
2025-07-06 14:30:00,VIC1,76.38284
2025-07-06 14:35:00,VIC1,63.92203
2025-07-06 14:40:00,VIC1,79.94962
2025-07-06 14:45:00,VIC1,20.0
2025-07-06 14:50:00,VIC1,50.68022
2025-07-06 14:55:00,VIC1,61.72376
2025-07-06 15:00:00,VIC1,61.77912
2025-07-06 15:05:00,VIC1,59.74232
2025-07-06 15:10:00,VIC1,59.01988
2025-07-06 15:15:00,VIC1,33.58731
2025-07-06 15:20:00,VIC1,56.92974
2025-07-06 15:25:00,VIC1,63.49019
2025-07-06 15:30:00,VIC1,68.60047
2025-07-06 15:35:00,VIC1,80.366
2025-07-06 15:40:00,VIC1,79.94962
2025-07-06 15:45:00,VIC1,97.15182
2025-07-06 15:50:00,VIC1,159.88704
2025-07-06 15:55:00,VIC1,146.24393
2025-07-06 16:00:00,VIC1,124.56564
2025-07-06 16:05:00,VIC1,127.37556
2025-07-06 16:10:00,VIC1,164.33893
2025-07-06 16:15:00,VIC1,160.00009
2025-07-06 16:20:00,VIC1,144.32088
2025-07-06 16:25:00,VIC1,154.24477
2025-07-06 16:30:00,VIC1,151.88853
2025-07-06 16:35:00,VIC1,155.99155
2025-07-06 16:40:00,VIC1,155.59876
2025-07-06 16:45:00,VIC1,158.97684
2025-07-06 16:50:00,VIC1,181.28352
2025-07-06 16:55:00,VIC1,209.11
2025-07-06 17:00:00,VIC1,209.54
2025-07-06 17:05:00,VIC1,196.16299
2025-07-06 17:10:00,VIC1,177.8768
2025-07-06 17:15:00,VIC1,191.78984
2025-07-06 17:20:00,VIC1,178.37051
2025-07-06 17:25:00,VIC1,209.11
2025-07-06 17:30:00,VIC1,209.11
2025-07-06 17:35:00,VIC1,196.3001
2025-07-06 17:40:00,VIC1,222.44575
2025-07-06 17:45:00,VIC1,209.54
2025-07-06 17:50:00,VIC1,209.54
2025-07-06 17:55:00,VIC1,223.38
2025-07-06 18:00:00,VIC1,209.54
2025-07-06 18:05:00,VIC1,209.54
2025-07-06 18:10:00,VIC1,227.69307
2025-07-06 18:15:00,VIC1,231.68833
2025-07-06 18:20:00,VIC1,209.54
2025-07-06 18:25:00,VIC1,232.27212
2025-07-06 18:30:00,VIC1,250.50095
2025-07-06 18:35:00,VIC1,235.52
2025-07-06 18:40:00,VIC1,209.54
2025-07-06 18:45:00,VIC1,209.11
2025-07-06 18:50:00,VIC1,200.02
2025-07-06 18:55:00,VIC1,209.54
2025-07-06 19:00:00,VIC1,209.54
2025-07-06 19:05:00,VIC1,179.93863
2025-07-06 19:10:00,VIC1,202.4444
2025-07-06 19:15:00,VIC1,171.71209
2025-07-06 19:20:00,VIC1,200.02
2025-07-06 19:25:00,VIC1,200.02
2025-07-06 19:30:00,VIC1,200.02
2025-07-06 19:35:00,VIC1,209.54
2025-07-06 19:40:00,VIC1,200.02
2025-07-06 19:45:00,VIC1,252.5765
2025-07-06 19:50:00,VIC1,202.48499
2025-07-06 19:55:00,VIC1,250.50095
2025-07-06 20:00:00,VIC1,200.02
2025-07-06 20:05:00,VIC1,200.02
2025-07-06 20:10:00,VIC1,166.46046
2025-07-06 20:15:00,VIC1,160.0
2025-07-06 20:20:00,VIC1,160.0
2025-07-06 20:25:00,VIC1,164.25276
2025-07-06 20:30:00,VIC1,137.96
2025-07-06 20:35:00,VIC1,200.02
2025-07-06 20:40:00,VIC1,196.84172
2025-07-06 20:45:00,VIC1,166.41733
2025-07-06 20:50:00,VIC1,175.88133
2025-07-06 20:55:00,VIC1,161.71155
2025-07-06 21:00:00,VIC1,160.3585
2025-07-06 21:05:00,VIC1,160.0
2025-07-06 21:10:00,VIC1,157.24335
2025-07-06 21:15:00,VIC1,160.0
2025-07-06 21:20:00,VIC1,250.50095
2025-07-06 21:25:00,VIC1,227.97
2025-07-06 21:30:00,VIC1,132.72
2025-07-06 21:35:00,VIC1,132.72
2025-07-06 21:40:00,VIC1,270.82
2025-07-06 21:45:00,VIC1,200.17
2025-07-06 21:50:00,VIC1,132.72
2025-07-06 21:55:00,VIC1,159.4988
2025-07-06 22:00:00,VIC1,166.42706
2025-07-06 22:05:00,VIC1,158.8274
2025-07-06 22:10:00,VIC1,130.50104
2025-07-06 22:15:00,VIC1,160.67558
2025-07-06 22:20:00,VIC1,141.58187
2025-07-06 22:25:00,VIC1,141.80577
2025-07-06 22:30:00,VIC1,127.22502
2025-07-06 22:35:00,VIC1,128.80664
2025-07-06 22:40:00,VIC1,140.36677
2025-07-06 22:45:00,VIC1,122.02
2025-07-06 22:50:00,VIC1,126.07365
2025-07-06 22:55:00,VIC1,122.02
2025-07-06 23:00:00,VIC1,122.02
2025-07-06 23:05:00,VIC1,124.41109
2025-07-06 23:10:00,VIC1,127.6178
2025-07-06 23:15:00,VIC1,122.02
2025-07-06 23:20:00,VIC1,134.40308
2025-07-06 23:25:00,VIC1,135.42263
2025-07-06 23:30:00,VIC1,122.02
2025-07-06 23:35:00,VIC1,227.97
2025-07-06 23:40:00,VIC1,137.55331
2025-07-06 23:45:00,VIC1,129.93314
2025-07-06 23:50:00,VIC1,131.47757
2025-07-06 23:55:00,VIC1,140.48784
2025-07-07 00:00:00,VIC1,144.6249
2025-07-07 00:05:00,VIC1,129.8674
2025-07-07 00:10:00,VIC1,129.07169
2025-07-07 00:15:00,VIC1,129.07416
2025-07-07 00:20:00,VIC1,129.81505
2025-07-07 00:25:00,VIC1,127.75379
2025-07-07 00:30:00,VIC1,128.13288
2025-07-07 00:35:00,VIC1,133.69897
2025-07-07 00:40:00,VIC1,137.80593
2025-07-07 00:45:00,VIC1,134.99155
2025-07-07 00:50:00,VIC1,139.70525
2025-07-07 00:55:00,VIC1,135.9792
2025-07-07 01:00:00,VIC1,138.98563
2025-07-07 01:05:00,VIC1,134.27199
2025-07-07 01:10:00,VIC1,130.25353
2025-07-07 01:15:00,VIC1,120.55948
2025-07-07 01:20:00,VIC1,128.2469
2025-07-07 01:25:00,VIC1,114.35474
2025-07-07 01:30:00,VIC1,110.5047
2025-07-07 01:35:00,VIC1,109.70847
2025-07-07 01:40:00,VIC1,117.0995
2025-07-07 01:45:00,VIC1,112.49939
2025-07-07 01:50:00,VIC1,138.03043
2025-07-07 01:55:00,VIC1,98.5355
2025-07-07 02:00:00,VIC1,93.43037
2025-07-07 02:05:00,VIC1,132.72
2025-07-07 02:10:00,VIC1,122.98699
2025-07-07 02:15:00,VIC1,147.20317
2025-07-07 02:20:00,VIC1,132.72
2025-07-07 02:25:00,VIC1,146.18736
2025-07-07 02:30:00,VIC1,113.09054
2025-07-07 02:35:00,VIC1,92.01444
2025-07-07 02:40:00,VIC1,164.00678
2025-07-07 02:45:00,VIC1,98.39809
2025-07-07 02:50:00,VIC1,114.04732
2025-07-07 02:55:00,VIC1,150.78484
2025-07-07 03:00:00,VIC1,118.55523
2025-07-07 03:05:00,VIC1,165.31939
2025-07-07 03:10:00,VIC1,136.86104
2025-07-07 03:15:00,VIC1,138.87713
2025-07-07 03:20:00,VIC1,166.76354
2025-07-07 03:25:00,VIC1,136.22005
2025-07-07 03:30:00,VIC1,158.94412
2025-07-07 03:35:00,VIC1,128.66688
2025-07-07 03:40:00,VIC1,140.50116
2025-07-07 03:45:00,VIC1,138.85762
2025-07-07 03:50:00,VIC1,150.53517
2025-07-07 03:55:00,VIC1,139.69713
2025-07-07 04:00:00,VIC1,139.83378
2025-07-07 04:05:00,VIC1,132.18202
2025-07-07 04:10:00,VIC1,116.85689
2025-07-07 04:15:00,VIC1,137.63029
2025-07-07 04:20:00,VIC1,117.43812
2025-07-07 04:25:00,VIC1,117.29938
2025-07-07 04:30:00,VIC1,138.24928
2025-07-07 04:35:00,VIC1,116.273
2025-07-07 04:40:00,VIC1,137.05329
2025-07-07 04:45:00,VIC1,116.56535
2025-07-07 04:50:00,VIC1,110.27387
2025-07-07 04:55:00,VIC1,113.01797
2025-07-07 05:00:00,VIC1,114.7848
2025-07-07 05:05:00,VIC1,112.97737
2025-07-07 05:10:00,VIC1,128.17778
2025-07-07 05:15:00,VIC1,126.12286
2025-07-07 05:20:00,VIC1,127.97429
2025-07-07 05:25:00,VIC1,146.50736
2025-07-07 05:30:00,VIC1,125.58997
2025-07-07 05:35:00,VIC1,137.96
2025-07-07 05:40:00,VIC1,121.94886
2025-07-07 05:45:00,VIC1,146.99724
2025-07-07 05:50:00,VIC1,137.96
2025-07-07 05:55:00,VIC1,137.96
2025-07-07 06:00:00,VIC1,160.00009
2025-07-07 06:05:00,VIC1,137.96
2025-07-07 06:10:00,VIC1,145.22522
2025-07-07 06:15:00,VIC1,172.82944
2025-07-07 06:20:00,VIC1,155.86611
2025-07-07 06:25:00,VIC1,158.50851
2025-07-07 06:30:00,VIC1,179.13703
2025-07-07 06:35:00,VIC1,157.60695
2025-07-07 06:40:00,VIC1,160.0
2025-07-07 06:45:00,VIC1,209.11
2025-07-07 06:50:00,VIC1,223.36
2025-07-07 06:55:00,VIC1,223.36
2025-07-07 07:00:00,VIC1,226.58
2025-07-07 07:05:00,VIC1,209.11
2025-07-07 07:10:00,VIC1,270.82
2025-07-07 07:15:00,VIC1,270.83
2025-07-07 07:20:00,VIC1,228.87989
2025-07-07 07:25:00,VIC1,234.09053
2025-07-07 07:30:00,VIC1,209.54
2025-07-07 07:35:00,VIC1,224.15939
2025-07-07 07:40:00,VIC1,200.02
2025-07-07 07:45:00,VIC1,209.54
2025-07-07 07:50:00,VIC1,200.02
2025-07-07 07:55:00,VIC1,209.54
2025-07-07 08:00:00,VIC1,200.02
2025-07-07 08:05:00,VIC1,237.17681
2025-07-07 08:10:00,VIC1,286.20194
2025-07-07 08:15:00,VIC1,270.82
2025-07-07 08:20:00,VIC1,263.84261
2025-07-07 08:25:00,VIC1,209.54
2025-07-07 08:30:00,VIC1,225.72963
2025-07-07 08:35:00,VIC1,177.85157
2025-07-07 08:40:00,VIC1,180.94
2025-07-07 08:45:00,VIC1,240.28802
2025-07-07 08:50:00,VIC1,191.08264
2025-07-07 08:55:00,VIC1,180.44196
2025-07-07 09:00:00,VIC1,237.47247
2025-07-07 09:05:00,VIC1,146.22572
2025-07-07 09:10:00,VIC1,151.08454
2025-07-07 09:15:00,VIC1,227.97
2025-07-07 09:20:00,VIC1,165.01466
2025-07-07 09:25:00,VIC1,132.72
2025-07-07 09:30:00,VIC1,132.72
2025-07-07 09:35:00,VIC1,122.02
2025-07-07 09:40:00,VIC1,92.55693
2025-07-07 09:45:00,VIC1,117.49675
2025-07-07 09:50:00,VIC1,85.88
2025-07-07 09:55:00,VIC1,85.22
2025-07-07 10:00:00,VIC1,46.33
2025-07-07 10:05:00,VIC1,88.81067
2025-07-07 10:10:00,VIC1,94.58923
2025-07-07 10:15:00,VIC1,80.0
2025-07-07 10:20:00,VIC1,80.0
2025-07-07 10:25:00,VIC1,89.83737
2025-07-07 10:30:00,VIC1,77.21921
2025-07-07 10:35:00,VIC1,115.09292
2025-07-07 10:40:00,VIC1,93.40383
2025-07-07 10:45:00,VIC1,46.22
2025-07-07 10:50:00,VIC1,62.51404
2025-07-07 10:55:00,VIC1,85.3
2025-07-07 11:00:00,VIC1,46.22
2025-07-07 11:05:00,VIC1,46.33
2025-07-07 11:10:00,VIC1,67.56588
2025-07-07 11:15:00,VIC1,34.91
2025-07-07 11:20:00,VIC1,56.46661
2025-07-07 11:25:00,VIC1,56.36552
2025-07-07 11:30:00,VIC1,52.14329
2025-07-07 11:35:00,VIC1,57.10432
2025-07-07 11:40:00,VIC1,61.43894
2025-07-07 11:45:00,VIC1,61.43894
2025-07-07 11:50:00,VIC1,53.14994
2025-07-07 11:55:00,VIC1,70.21768
2025-07-07 12:00:00,VIC1,60.48711
2025-07-07 12:05:00,VIC1,101.0559
2025-07-07 12:10:00,VIC1,70.62736
2025-07-07 12:15:00,VIC1,105.48573
2025-07-07 12:20:00,VIC1,101.8138
2025-07-07 12:25:00,VIC1,63.61698
2025-07-07 12:30:00,VIC1,62.09835
2025-07-07 12:35:00,VIC1,72.80903
2025-07-07 12:40:00,VIC1,75.25002
2025-07-07 12:45:00,VIC1,76.66
2025-07-07 12:50:00,VIC1,51.32022
2025-07-07 12:55:00,VIC1,77.96607
2025-07-07 13:00:00,VIC1,48.7243
2025-07-07 13:05:00,VIC1,84.25626
2025-07-07 13:10:00,VIC1,85.22
2025-07-07 13:15:00,VIC1,79.64
2025-07-07 13:20:00,VIC1,46.33
2025-07-07 13:25:00,VIC1,85.22
2025-07-07 13:30:00,VIC1,78.28225
2025-07-07 13:35:00,VIC1,76.14026
2025-07-07 13:40:00,VIC1,72.54348
2025-07-07 13:45:00,VIC1,60.04058
2025-07-07 13:50:00,VIC1,56.31652
2025-07-07 13:55:00,VIC1,56.40077
2025-07-07 14:00:00,VIC1,64.40733
2025-07-07 14:05:00,VIC1,66.02256
2025-07-07 14:10:00,VIC1,62.57375
2025-07-07 14:15:00,VIC1,35.94
2025-07-07 14:20:00,VIC1,63.22001
2025-07-07 14:25:00,VIC1,35.94
2025-07-07 14:30:00,VIC1,35.94
2025-07-07 14:35:00,VIC1,30.50216
2025-07-07 14:40:00,VIC1,20.0
2025-07-07 14:45:00,VIC1,19.18
2025-07-07 14:50:00,VIC1,20.0
2025-07-07 14:55:00,VIC1,26.01
2025-07-07 15:00:00,VIC1,20.01
2025-07-07 15:05:00,VIC1,20.33
2025-07-07 15:10:00,VIC1,19.18
2025-07-07 15:15:00,VIC1,35.94
2025-07-07 15:20:00,VIC1,35.94
2025-07-07 15:25:00,VIC1,36.98996
2025-07-07 15:30:00,VIC1,60.88758
2025-07-07 15:35:00,VIC1,20.36
2025-07-07 15:40:00,VIC1,40.60259
2025-07-07 15:45:00,VIC1,60.81205
2025-07-07 15:50:00,VIC1,61.28101
2025-07-07 15:55:00,VIC1,65.77522
2025-07-07 16:00:00,VIC1,76.1
2025-07-07 16:05:00,VIC1,88.13104
2025-07-07 16:10:00,VIC1,91.04283
2025-07-07 16:15:00,VIC1,95.35208
2025-07-07 16:20:00,VIC1,123.2997
2025-07-07 16:25:00,VIC1,151.24866
2025-07-07 16:30:00,VIC1,129.53482
2025-07-07 16:35:00,VIC1,113.84387
2025-07-07 16:40:00,VIC1,142.25348
2025-07-07 16:45:00,VIC1,122.63059
2025-07-07 16:50:00,VIC1,146.27468
2025-07-07 16:55:00,VIC1,140.28812
2025-07-07 17:00:00,VIC1,153.00458
2025-07-07 17:05:00,VIC1,139.84481
2025-07-07 17:10:00,VIC1,142.07968
2025-07-07 17:15:00,VIC1,152.26784
2025-07-07 17:20:00,VIC1,153.62692
2025-07-07 17:25:00,VIC1,172.08595
2025-07-07 17:30:00,VIC1,190.90035
2025-07-07 17:35:00,VIC1,154.34693
2025-07-07 17:40:00,VIC1,148.5924
2025-07-07 17:45:00,VIC1,157.41516
2025-07-07 17:50:00,VIC1,151.06484
2025-07-07 17:55:00,VIC1,150.08696
2025-07-07 18:00:00,VIC1,150.75994
2025-07-07 18:05:00,VIC1,148.23584
2025-07-07 18:10:00,VIC1,146.61489
2025-07-07 18:15:00,VIC1,140.27964
2025-07-07 18:20:00,VIC1,149.86315
2025-07-07 18:25:00,VIC1,138.97393
2025-07-07 18:30:00,VIC1,148.72676
2025-07-07 18:35:00,VIC1,132.72
2025-07-07 18:40:00,VIC1,130.51178
2025-07-07 18:45:00,VIC1,125.49
2025-07-07 18:50:00,VIC1,132.0
2025-07-07 18:55:00,VIC1,124.59
2025-07-07 19:00:00,VIC1,117.42
2025-07-07 19:05:00,VIC1,120.96757
2025-07-07 19:10:00,VIC1,117.42
2025-07-07 19:15:00,VIC1,117.42
2025-07-07 19:20:00,VIC1,109.24345
2025-07-07 19:25:00,VIC1,107.83131
2025-07-07 19:30:00,VIC1,106.19466
2025-07-07 19:35:00,VIC1,111.11008
2025-07-07 19:40:00,VIC1,105.98573
2025-07-07 19:45:00,VIC1,104.65657
2025-07-07 19:50:00,VIC1,102.44677
2025-07-07 19:55:00,VIC1,92.70758
2025-07-07 20:00:00,VIC1,91.13312
2025-07-07 20:05:00,VIC1,92.16377
2025-07-07 20:10:00,VIC1,92.01201
2025-07-07 20:15:00,VIC1,91.85956
2025-07-07 20:20:00,VIC1,87.92186
2025-07-07 20:25:00,VIC1,88.81067
2025-07-07 20:30:00,VIC1,93.21498
2025-07-07 20:35:00,VIC1,100.34052
2025-07-07 20:40:00,VIC1,100.1248
2025-07-07 20:45:00,VIC1,100.49787
2025-07-07 20:50:00,VIC1,92.73003
2025-07-07 20:55:00,VIC1,77.36696
2025-07-07 21:00:00,VIC1,19.99993
2025-07-07 21:05:00,VIC1,10.18472
2025-07-07 21:10:00,VIC1,20.76
2025-07-07 21:15:00,VIC1,8.95
2025-07-07 21:20:00,VIC1,8.95
2025-07-07 21:25:00,VIC1,0.01
2025-07-07 21:30:00,VIC1,4.37279
2025-07-07 21:35:00,VIC1,8.02066
2025-07-07 21:40:00,VIC1,6.9502
2025-07-07 21:45:00,VIC1,8.95
2025-07-07 21:50:00,VIC1,8.95
2025-07-07 21:55:00,VIC1,8.95
2025-07-07 22:00:00,VIC1,8.95
2025-07-07 22:05:00,VIC1,1.12003
2025-07-07 22:10:00,VIC1,0.74003
2025-07-07 22:15:00,VIC1,3.62148
2025-07-07 22:20:00,VIC1,1.14003
2025-07-07 22:25:00,VIC1,1.13003
2025-07-07 22:30:00,VIC1,0.68003
2025-07-07 22:35:00,VIC1,0.25003
2025-07-07 22:40:00,VIC1,0.01
2025-07-07 22:45:00,VIC1,0.01
2025-07-07 22:50:00,VIC1,0.01008
2025-07-07 22:55:00,VIC1,3e-05
2025-07-07 23:00:00,VIC1,3e-05
2025-07-07 23:05:00,VIC1,0.20003
2025-07-07 23:10:00,VIC1,0.20003
2025-07-07 23:15:00,VIC1,0.30003
2025-07-07 23:20:00,VIC1,0.25003
2025-07-07 23:25:00,VIC1,0.34003
2025-07-07 23:30:00,VIC1,0.20003
2025-07-07 23:35:00,VIC1,0.20003
2025-07-07 23:40:00,VIC1,0.20003
2025-07-07 23:45:00,VIC1,0.01
2025-07-07 23:50:00,VIC1,-0.02992
2025-07-07 23:55:00,VIC1,0.01
2025-07-08 00:00:00,VIC1,-0.01
2025-07-08 00:05:00,VIC1,-5.06
2025-07-08 00:10:00,VIC1,-9.83
2025-07-08 00:15:00,VIC1,-9.83
2025-07-08 00:20:00,VIC1,-9.83
2025-07-08 00:25:00,VIC1,-9.96
2025-07-08 00:30:00,VIC1,-9.96
2025-07-08 00:35:00,VIC1,-9.83
2025-07-08 00:40:00,VIC1,-9.96
2025-07-08 00:45:00,VIC1,-16.49976
2025-07-08 00:50:00,VIC1,-16.49976
2025-07-08 00:55:00,VIC1,-16.49976
2025-07-08 01:00:00,VIC1,-16.49976
2025-07-08 01:05:00,VIC1,-16.49976
2025-07-08 01:10:00,VIC1,-16.49976
2025-07-08 01:15:00,VIC1,-16.49976
2025-07-08 01:20:00,VIC1,-16.49976
2025-07-08 01:25:00,VIC1,-16.49976
2025-07-08 01:30:00,VIC1,-16.49976
2025-07-08 01:35:00,VIC1,-16.49976
2025-07-08 01:40:00,VIC1,-16.49976
2025-07-08 01:45:00,VIC1,-16.49976
2025-07-08 01:50:00,VIC1,-16.49976
2025-07-08 01:55:00,VIC1,-16.49976
2025-07-08 02:00:00,VIC1,-16.49976
2025-07-08 02:05:00,VIC1,-16.49976
2025-07-08 02:10:00,VIC1,-16.49976
2025-07-08 02:15:00,VIC1,-16.49976
2025-07-08 02:20:00,VIC1,-16.49976
2025-07-08 02:25:00,VIC1,-16.49976
2025-07-08 02:30:00,VIC1,-16.49976
2025-07-08 02:35:00,VIC1,-16.5
2025-07-08 02:40:00,VIC1,-16.5
2025-07-08 02:45:00,VIC1,-16.5
2025-07-08 02:50:00,VIC1,-18.14
2025-07-08 02:55:00,VIC1,-16.5
2025-07-08 03:00:00,VIC1,-16.5
2025-07-08 03:05:00,VIC1,-16.5
2025-07-08 03:10:00,VIC1,-16.5
2025-07-08 03:15:00,VIC1,-16.5
2025-07-08 03:20:00,VIC1,-16.5
2025-07-08 03:25:00,VIC1,-16.5
2025-07-08 03:30:00,VIC1,-16.5
2025-07-08 03:35:00,VIC1,-16.5
2025-07-08 03:40:00,VIC1,-16.5
2025-07-08 03:45:00,VIC1,-18.14
2025-07-08 03:50:00,VIC1,-18.14
2025-07-08 03:55:00,VIC1,-18.14
2025-07-08 04:00:00,VIC1,-18.14
2025-07-08 04:05:00,VIC1,-16.5
2025-07-08 04:10:00,VIC1,-16.5
2025-07-08 04:15:00,VIC1,-16.5
2025-07-08 04:20:00,VIC1,-16.5
2025-07-08 04:25:00,VIC1,-16.5
2025-07-08 04:30:00,VIC1,-16.5
2025-07-08 04:35:00,VIC1,-16.5
2025-07-08 04:40:00,VIC1,-16.5
2025-07-08 04:45:00,VIC1,-16.5
2025-07-08 04:50:00,VIC1,-16.5
2025-07-08 04:55:00,VIC1,-16.5
2025-07-08 05:00:00,VIC1,-16.5
2025-07-08 05:05:00,VIC1,-16.5
2025-07-08 05:10:00,VIC1,-16.5
2025-07-08 05:15:00,VIC1,-16.49976
2025-07-08 05:20:00,VIC1,-16.49976
2025-07-08 05:25:00,VIC1,-16.49976
2025-07-08 05:30:00,VIC1,-16.49976
2025-07-08 05:35:00,VIC1,-16.49976
2025-07-08 05:40:00,VIC1,-16.49976
2025-07-08 05:45:00,VIC1,-9.96
2025-07-08 05:50:00,VIC1,-9.96
2025-07-08 05:55:00,VIC1,-9.96
2025-07-08 06:00:00,VIC1,-9.87161
2025-07-08 06:05:00,VIC1,-9.80733
2025-07-08 06:10:00,VIC1,2e-05
2025-07-08 06:15:00,VIC1,2e-05
2025-07-08 06:20:00,VIC1,-14.58791
2025-07-08 06:25:00,VIC1,0.00025
2025-07-08 06:30:00,VIC1,2.99878
2025-07-08 06:35:00,VIC1,2.17273
2025-07-08 06:40:00,VIC1,3.40841
2025-07-08 06:45:00,VIC1,2.25227
2025-07-08 06:50:00,VIC1,8.24023
2025-07-08 06:55:00,VIC1,8.95
2025-07-08 07:00:00,VIC1,79.74157
2025-07-08 07:05:00,VIC1,32.75978
2025-07-08 07:10:00,VIC1,31.59227
2025-07-08 07:15:00,VIC1,20.0
2025-07-08 07:20:00,VIC1,16.89619
2025-07-08 07:25:00,VIC1,35.4823
2025-07-08 07:30:00,VIC1,8.95026
2025-07-08 07:35:00,VIC1,35.62941
2025-07-08 07:40:00,VIC1,20.9741
2025-07-08 07:45:00,VIC1,24.21735
2025-07-08 07:50:00,VIC1,81.32856
2025-07-08 07:55:00,VIC1,82.08761
2025-07-08 08:00:00,VIC1,18.19614
2025-07-08 08:05:00,VIC1,54.97822
2025-07-08 08:10:00,VIC1,80.79551
2025-07-08 08:15:00,VIC1,33.11083
2025-07-08 08:20:00,VIC1,84.831
2025-07-08 08:25:00,VIC1,53.01239
2025-07-08 08:30:00,VIC1,87.06699
2025-07-08 08:35:00,VIC1,205.00724
2025-07-08 08:40:00,VIC1,55.10101
2025-07-08 08:45:00,VIC1,33.24513
2025-07-08 08:50:00,VIC1,161.21888
2025-07-08 08:55:00,VIC1,144.44762
2025-07-08 09:00:00,VIC1,154.78399
2025-07-08 09:05:00,VIC1,125.89973
2025-07-08 09:10:00,VIC1,129.41261
2025-07-08 09:15:00,VIC1,132.15096
2025-07-08 09:20:00,VIC1,132.56939
2025-07-08 09:25:00,VIC1,116.06372
2025-07-08 09:30:00,VIC1,121.6394
2025-07-08 09:35:00,VIC1,135.76311
2025-07-08 09:40:00,VIC1,14.50339
2025-07-08 09:45:00,VIC1,14.56099
