C,SETP.WORLD,DVD_DISPATCHPRICE,AEMO,PUBLIC,2025/08/08,09:36:13,001754609773098,MONTHLY_ARCHIVE,001754609773098
I,DISPATCH,PRICE,5,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,LASTCHANGED,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,PRICE_STATUS,PRE_AP_ENERGY_PRICE,PRE_AP_RAISE6_PRICE,PRE_AP_RAISE60_PRICE,PRE_AP_RAISE5MIN_PRICE,PRE_AP_RAISEREG_PRICE,PRE_AP_LOWER6_PRICE,PRE_AP_LOWER60_PRICE,PRE_AP_LOWER5MIN_PRICE,PRE_AP_LOWERREG_PRICE,CUMUL_PRE_AP_ENERGY_PRICE,CUMUL_PRE_AP_RAISE6_PRICE,CUMUL_PRE_AP_RAISE60_PRICE,CUMUL_PRE_AP_RAISE5MIN_PRICE,CUMUL_PRE_AP_RAISEREG_PRICE,CUMUL_PRE_AP_LOWER6_PRICE,CUMUL_PRE_AP_LOWER60_PRICE,CUMUL_PRE_AP_LOWER5MIN_PRICE,CUMUL_PRE_AP_LOWERREG_PRICE,OCD_STATUS,MII_STATUS,RAISE1SECRRP,RAISE1SECROP,RAISE1SECAPCFLAG,LOWER1SECRRP,LOWER1SECROP,LOWER1SECAPCFLAG,PRE_AP_RAISE1_PRICE,PRE_AP_LOWER1_PRICE,CUMUL_PRE_AP_RAISE1_PRICE,CUMUL_PRE_AP_LOWER1_PRICE
D,DISPATCH,PRICE,5,"2025/07/06 16:00:00",1,SA1,20250706144,0,-16,0,-16,0,0,"2025/07/06 15:55:03",0.38,0.38,0,0.1,0.1,0,0.1,0.1,0,3,3,0,0.85,0.85,0,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,FIRM,-16,0.38,0.1,0.1,3,0.85,0.39,0.38,0.38,892325.26162,36288.48756,659.0558,620.70192,12379.30229,17182.22987,11764.10772,970.37093,5856.20508,NOT_OCD,NOT_MII,0.36,0.36,0,0.93,0.93,0,0.36,0.93,1992.18395,102907.6331
D,DISPATCH,PRICE,5,"2025/07/06 16:00:00",1,TAS1,20250706144,0,184.81235,0,184.81235,0,0,"2025/07/06 15:55:03",0.38,0.38,0,0.36,0.36,0,0.1,0.1,0,6.52,6.52,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,4.66,4.66,0,FIRM,184.81235,0.38,0.36,0.1,6.52,0.38,0.38,0.38,4.66,326147.06321,6819.42472,839.85057,405.24,24158.23645,895.00933,914.96656,435.34774,5791.97479,NOT_OCD,NOT_MII,0.36,0.36,0,0,0,0,0.36,0,824.91783,0.02
D,DISPATCH,PRICE,5,"2025/07/06 16:00:00",1,VIC1,20250706144,0,124.56564,0,124.56564,0,0,"2025/07/06 15:55:03",0.38,0.38,0,0.1,0.1,0,0.1,0.1,0,3,3,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,FIRM,124.56564,0.38,0.1,0.1,3,0.38,0.38,0.38,0.38,287073.55943,3914.48375,550.47603,372.43,12131.03037,429.73206,819.94346,464.68215,5350.5163,NOT_OCD,NOT_MII,0.36,0.36,0,0,0,0,0.36,0,1203.50395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:05:00",1,NSW1,20250706145,0,125.33517,0,125.33517,0,0,"2025/07/06 16:00:03",0.38,0.38,0,0.24,0.24,0,0.1,0.1,0,44.99,44.99,0,0.38,0.38,0,1.37,1.37,0,0.39,0.39,0,7.5,7.5,0,FIRM,125.33517,0.38,0.24,0.1,44.99,0.38,1.37,0.39,7.5,299294.89524,3914.48375,550.61603,372.43,12166.02037,429.73206,820.92346,464.87215,5357.8163,NOT_OCD,NOT_MII,0.37,0.37,0,0,0,0,0.37,0,1203.51395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:05:00",1,QLD1,20250706145,0,108.76,0,108.76,0,0,"2025/07/06 16:00:03",0.38,0.38,0,0.24,0.24,0,0.1,0.1,0,44.99,44.99,0,0.38,0.38,0,1.37,1.37,0,0.39,0.39,0,7.5,7.5,0,FIRM,108.76,0.38,0.24,0.1,44.99,0.38,1.37,0.39,7.5,234715.95834,3914.48375,550.61603,372.43,12166.02037,429.73206,820.92346,464.87215,5357.8163,NOT_OCD,NOT_MII,0.37,0.37,0,0,0,0,0.37,0,1203.51395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:05:00",1,SA1,20250706145,0,60.08,0,60.08,0,0,"2025/07/06 16:00:03",0.38,0.38,0,0.24,0.24,0,0.1,0.1,0,44.99,44.99,0,0.86,0.86,0,5.61,5.61,0,0.39,0.39,0,7.5,7.5,0,FIRM,60.08,0.38,0.24,0.1,44.99,0.86,5.61,0.39,7.5,892204.34162,36288.48756,659.1958,620.70192,12414.29229,17182.70987,11769.32772,970.56093,5863.50508,NOT_OCD,NOT_MII,0.37,0.37,0,0.04,0.04,0,0.37,0.04,1992.19395,102907.6731
D,DISPATCH,PRICE,5,"2025/07/06 16:05:00",1,TAS1,20250706145,0,189.05,0,189.05,0,0,"2025/07/06 16:00:03",0.38,0.38,0,0.36,0.36,0,0.1,0.1,0,6.52,6.52,0,0.38,0.38,0,1.37,1.37,0,0.39,0.39,0,4.66,4.66,0,FIRM,189.05,0.38,0.36,0.1,6.52,0.38,1.37,0.39,4.66,326142.49749,6819.42472,839.85057,405.24,24155.40645,895.00933,915.94656,435.53774,5794.38479,NOT_OCD,NOT_MII,0.37,0.37,0,0,0,0,0.37,0,824.92783,0.02
D,DISPATCH,PRICE,5,"2025/07/06 16:05:00",1,VIC1,20250706145,0,127.37556,0,127.37556,0,0,"2025/07/06 16:00:03",0.38,0.38,0,0.24,0.24,0,0.1,0.1,0,44.99,44.99,0,0.38,0.38,0,1.37,1.37,0,0.39,0.39,0,7.5,7.5,0,FIRM,127.37556,0.38,0.24,0.1,44.99,0.38,1.37,0.39,7.5,287015.88682,3914.48375,550.61603,372.43,12166.02037,429.73206,820.92346,464.87215,5357.8163,NOT_OCD,NOT_MII,0.37,0.37,0,0,0,0,0.37,0,1203.51395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:10:00",1,NSW1,20250706146,0,149.1503,0,149.1503,0,0,"2025/07/06 16:05:03",0.38,0.38,0,0.15,0.15,0,0.1,0.1,0,44.99,44.99,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,FIRM,149.1503,0.38,0.15,0.1,44.99,0.38,0.38,0.38,0.38,299244.03554,3914.49375,550.66603,372.43,12201.01037,429.73206,820.91346,464.87215,5349.6963,NOT_OCD,NOT_MII,0.36,0.36,0,0,0,0,0.36,0,1203.77395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:10:00",1,QLD1,20250706146,0,128.73,0,128.73,0,0,"2025/07/06 16:05:03",0.38,0.38,0,0.15,0.15,0,0.1,0.1,0,44.99,44.99,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,FIRM,128.73,0.38,0.15,0.1,44.99,0.38,0.38,0.38,0.38,234634.92659,3914.49375,550.66603,372.43,12201.01037,429.73206,820.91346,464.87215,5349.6963,NOT_OCD,NOT_MII,0.36,0.36,0,0,0,0,0.36,0,1203.77395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:15:00",1,NSW1,20250706147,0,151.73373,0,151.73373,0,0,"2025/07/06 16:10:04",0.38,0.38,0,0.36,0.36,0,0.1,0.1,0,19.92,19.92,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,FIRM,151.73373,0.38,0.36,0.1,19.92,0.38,0.38,0.38,0.38,299173.82136,3914.49375,550.87603,372.43,12210.93037,429.73206,820.91346,464.87215,5341.5763,NOT_OCD,NOT_MII,0.37,0.37,0,0,0,0,0.37,0,1203.78395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:10:00",1,SA1,20250706146,0,138.04,0,138.04,0,0,"2025/07/06 16:05:03",0.38,0.38,0,0.15,0.15,0,0.1,0.1,0,44.99,44.99,0,0.86,0.86,0,0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,FIRM,138.04,0.38,0.15,0.1,44.99,0.86,0.39,0.39,0.39,892168.04442,36288.49756,659.2458,620.70192,12449.28229,17183.18987,11769.32772,970.57093,5855.39508,NOT_OCD,NOT_MII,0.36,0.36,0,998.99,998.99,0,0.36,998.99,1992.45395,103906.6631
D,DISPATCH,PRICE,5,"2025/07/06 16:10:00",1,TAS1,20250706146,0,225.92815,0,225.92815,0,0,"2025/07/06 16:05:03",0.38,0.38,0,0.36,0.36,0,0.1,0.1,0,6.52,6.52,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,4.66,4.66,0,FIRM,225.92815,0.38,0.36,0.1,6.52,0.38,0.38,0.38,4.66,326176.58522,6819.43472,839.85057,405.24,24153.57645,895.00933,915.93656,435.53774,5796.79479,NOT_OCD,NOT_MII,0.36,0.36,0,0,0,0,0.36,0,825.18783,0.02
D,DISPATCH,PRICE,5,"2025/07/06 16:10:00",1,VIC1,20250706146,0,164.33893,0,164.33893,0,0,"2025/07/06 16:05:03",0.38,0.38,0,0.15,0.15,0,0.1,0.1,0,44.99,44.99,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,FIRM,164.33893,0.38,0.15,0.1,44.99,0.38,0.38,0.38,0.38,286995.464,3914.49375,550.66603,372.43,12201.01037,429.73206,820.91346,464.87215,5349.6963,NOT_OCD,NOT_MII,0.36,0.36,0,0,0,0,0.36,0,1203.77395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:15:00",1,QLD1,20250706147,0,128.73,0,128.73,0,0,"2025/07/06 16:10:04",0.38,0.38,0,0.36,0.36,0,0.1,0.1,0,19.92,19.92,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,FIRM,128.73,0.38,0.36,0.1,19.92,0.38,0.38,0.38,0.38,234531.78659,3914.49375,550.87603,372.43,12210.93037,429.73206,820.91346,464.87215,5341.5763,NOT_OCD,NOT_MII,0.37,0.37,0,0,0,0,0.37,0,1203.78395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:15:00",1,SA1,20250706147,0,94.98129,0,94.98129,0,0,"2025/07/06 16:10:04",0.38,0.38,0,0.36,0.36,0,0.1,0.1,0,19.92,19.92,0,0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,FIRM,94.98129,0.38,0.36,0.1,19.92,0.39,0.39,0.39,0.39,892076.66011,36288.49756,659.4558,620.70192,12459.20229,17183.19987,11769.33772,970.58093,5847.28508,NOT_OCD,NOT_MII,0.37,0.37,0,0,0,0,0.37,0,1992.46395,103906.6631
D,DISPATCH,PRICE,5,"2025/07/06 16:15:00",1,TAS1,20250706147,0,222.33588,0,222.33588,0,0,"2025/07/06 16:10:04",0.38,0.38,0,0.36,0.36,0,0.1,0.1,0,6.52,6.52,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,4.66,4.66,0,FIRM,222.33588,0.38,0.36,0.1,6.52,0.38,0.38,0.38,4.66,326186.69612,6819.43472,839.85057,405.24,24151.74645,895.00933,915.93656,435.53774,5799.20479,NOT_OCD,NOT_MII,0.37,0.37,0,0,0,0,0.37,0,825.19783,0.02
D,DISPATCH,PRICE,5,"2025/07/06 16:15:00",1,VIC1,20250706147,0,160.00009,0,160.00009,0,0,"2025/07/06 16:10:04",0.38,0.38,0,0.36,0.36,0,0.1,0.1,0,19.92,19.92,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,FIRM,160.00009,0.38,0.36,0.1,19.92,0.38,0.38,0.38,0.38,286952.11272,3914.49375,550.87603,372.43,12210.93037,429.73206,820.91346,464.87215,5341.5763,NOT_OCD,NOT_MII,0.37,0.37,0,0,0,0,0.37,0,1203.78395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:20:00",1,NSW1,20250706148,0,149.43843,0,149.43843,0,0,"2025/07/06 16:15:03",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,12.47,12.47,0,0.38,0.38,0,0.45,0.45,0,0.39,0.39,0,7.95,7.95,0,FIRM,149.43843,0.38,0.38,0.1,12.47,0.38,0.45,0.39,7.95,299082.36971,3914.49375,551.15603,372.43,12213.40037,429.73206,820.98346,464.88215,5348.5263,NOT_OCD,NOT_MII,0.37,0.37,0,0,0,0,0.37,0,1203.79395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:20:00",1,QLD1,20250706148,0,128.73,0,128.73,0,0,"2025/07/06 16:15:03",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,12.47,12.47,0,0.38,0.38,0,0.45,0.45,0,0.39,0.39,0,7.95,7.95,0,FIRM,128.73,0.38,0.38,0.1,12.47,0.38,0.45,0.39,7.95,234410.20836,3914.49375,551.15603,372.43,12213.40037,429.73206,820.98346,464.88215,5348.5263,NOT_OCD,NOT_MII,0.37,0.37,0,0,0,0,0.37,0,1203.79395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:20:00",1,SA1,20250706148,0,112.30059,0,112.30059,0,0,"2025/07/06 16:15:03",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,12.47,12.47,0,0.39,0.39,0,0.45,0.45,0,0.39,0.39,0,7.95,7.95,0,FIRM,112.30059,0.38,0.38,0.1,12.47,0.39,0.45,0.39,7.95,891983.3182,36288.49756,659.7358,620.70192,12461.67229,17183.20987,11769.40772,970.59093,5854.23508,NOT_OCD,NOT_MII,0.37,0.37,0,0.01,0.01,0,0.37,0.01,1992.47395,103906.6731
D,DISPATCH,PRICE,5,"2025/07/06 16:20:00",1,TAS1,20250706148,0,190.26,0,190.26,0,0,"2025/07/06 16:15:03",0.36,0.36,0,0.36,0.36,0,0,0,0,7.52,7.52,0,0.38,0.38,0,0.45,0.45,0,0.39,0.39,0,4.66,4.66,0,FIRM,190.26,0.36,0.36,0,7.52,0.38,0.45,0.39,4.66,326141.55453,6819.41472,839.85057,405.14,24150.91645,895.00933,916.00656,435.54774,5801.61479,NOT_OCD,NOT_MII,0.36,0.36,0,0,0,0,0.36,0,825.19783,0.02
D,DISPATCH,PRICE,5,"2025/07/06 16:20:00",1,VIC1,20250706148,0,144.32088,0,144.32088,0,0,"2025/07/06 16:15:03",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,12.47,12.47,0,0.38,0.38,0,0.45,0.45,0,0.39,0.39,0,7.95,7.95,0,FIRM,144.32088,0.38,0.38,0.1,12.47,0.38,0.45,0.39,7.95,286872.01959,3914.49375,551.15603,372.43,12213.40037,429.73206,820.98346,464.88215,5348.5263,NOT_OCD,NOT_MII,0.37,0.37,0,0,0,0,0.37,0,1203.79395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:25:00",1,NSW1,20250706149,0,84.79,0,84.79,0,0,"2025/07/06 16:20:03",0.38,0.38,0,0.36,0.36,0,0.1,0.1,0,12.47,12.47,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,0.72,0.72,0,FIRM,84.79,0.38,0.36,0.1,12.47,0.1,0.38,0.38,0.72,298899.94244,3914.49375,551.13603,372.38,12215.87037,429.45206,820.98346,464.88215,5345.5463,NOT_OCD,NOT_MII,0.3,0.3,0,0,0,0,0.3,0,1203.73395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:25:00",1,QLD1,20250706149,0,72.66293,0,72.66293,0,0,"2025/07/06 16:20:03",0.38,0.38,0,0.36,0.36,0,0.1,0.1,0,12.47,12.47,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,0.72,0.72,0,FIRM,72.66293,0.38,0.36,0.1,12.47,0.1,0.38,0.38,0.72,234204.82521,3914.49375,551.13603,372.38,12215.87037,429.45206,820.98346,464.88215,5345.5463,NOT_OCD,NOT_MII,0.3,0.3,0,0,0,0,0.3,0,1203.73395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:25:00",1,SA1,20250706149,0,111.6713,0,111.6713,0,0,"2025/07/06 16:20:03",0.38,0.38,0,0.36,0.36,0,0.1,0.1,0,12.47,12.47,0,0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,0.73,0.73,0,FIRM,111.6713,0.38,0.36,0.1,12.47,0.39,0.39,0.39,0.73,891882.12472,36288.49756,659.7158,620.65192,12464.14229,17183.21987,11769.41772,970.60093,5851.26508,NOT_OCD,NOT_MII,0.3,0.3,0,0,0,0,0.3,0,1992.41395,103906.6731
D,DISPATCH,PRICE,5,"2025/07/06 16:25:00",1,TAS1,20250706149,0,190.26,0,190.26,0,0,"2025/07/06 16:20:03",0.36,0.36,0,0.36,0.36,0,0,0,0,6.72,6.72,0,0.42103,0.42103,0,0.38,0.38,0,0.38,0.38,0,2.66,2.66,0,FIRM,190.26,0.36,0.36,0,6.72,0.42103,0.38,0.38,2.66,326081.67453,6819.39472,839.83057,404.99,24149.28645,895.05036,916.00656,435.54774,5802.02479,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,824.83783,0.02
D,DISPATCH,PRICE,5,"2025/07/06 16:25:00",1,VIC1,20250706149,0,154.24477,0,154.24477,0,0,"2025/07/06 16:20:03",0.38,0.38,0,0.36,0.36,0,0.1,0.1,0,12.47,12.47,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,0.72,0.72,0,FIRM,154.24477,0.38,0.36,0.1,12.47,0.1,0.38,0.38,0.72,286786.58328,3914.49375,551.13603,372.38,12215.87037,429.45206,820.98346,464.88215,5345.5463,NOT_OCD,NOT_MII,0.3,0.3,0,0,0,0,0.3,0,1203.73395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:30:00",1,NSW1,20250706150,0,87.08566,0,87.08566,0,0,"2025/07/06 16:25:03",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,9.25,9.25,0,0.2,0.2,0,0.38,0.38,0,0.39,0.39,0,3.02,3.02,0,FIRM,87.08566,0.38,0.38,0.1,9.25,0.2,0.38,0.39,3.02,298713.00888,3914.49375,551.15603,372.38,12220.12037,429.27206,820.98346,464.89215,5344.8663,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1204.29395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:30:00",1,QLD1,20250706150,0,76.21,0,76.21,0,0,"2025/07/06 16:25:03",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,9.25,9.25,0,0.2,0.2,0,0.38,0.38,0,0.39,0.39,0,3.02,3.02,0,FIRM,76.21,0.38,0.38,0.1,9.25,0.2,0.38,0.39,3.02,233997.01532,3914.49375,551.15603,372.38,12220.12037,429.27206,820.98346,464.89215,5344.8663,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1204.29395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:30:00",1,SA1,20250706150,0,118.20769,0,118.20769,0,0,"2025/07/06 16:25:03",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,9.25,9.25,0,0.39,0.39,0,0.39,0.39,0,0.39,0.39,0,3.02,3.02,0,FIRM,118.20769,0.38,0.38,0.1,9.25,0.39,0.39,0.39,3.02,891786.24046,36288.49756,659.7358,620.65192,12468.39229,17183.22987,11769.42772,970.61093,5850.58508,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1992.97395,103906.6731
D,DISPATCH,PRICE,5,"2025/07/06 16:30:00",1,TAS1,20250706150,0,190.26,0,190.26,0,0,"2025/07/06 16:25:03",0.36,0.36,0,0.36,0.36,0,0,0,0,6.52,6.52,0,0.38,0.38,0,0.38,0.38,0,0.39,0.39,0,2.66,2.66,0,FIRM,190.26,0.36,0.36,0,6.52,0.38,0.38,0.39,2.66,326021.79453,6819.37472,839.83057,404.89,24147.45645,895.05036,916.00656,435.55774,5803.39479,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,824.53783,0.02
D,DISPATCH,PRICE,5,"2025/07/06 16:30:00",1,VIC1,20250706150,0,151.88853,0,151.88853,0,0,"2025/07/06 16:25:03",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,9.25,9.25,0,0.2,0.2,0,0.38,0.38,0,0.39,0.39,0,3.02,3.02,0,FIRM,151.88853,0.38,0.38,0.1,9.25,0.2,0.38,0.39,3.02,286696.31994,3914.49375,551.15603,372.38,12220.12037,429.27206,820.98346,464.89215,5344.8663,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1204.29395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:35:00",1,NSW1,20250706151,0,150.08887,0,150.08887,0,0,"2025/07/06 16:30:03",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,7.8,7.8,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,1,1,0,FIRM,150.08887,0.38,0.38,0.1,7.8,0.1,0.38,0.38,1,298590.51782,3914.49375,551.15603,372.38,12217.92037,428.99206,820.98346,464.89215,5345.1463,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1204.29395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:35:00",1,QLD1,20250706151,0,130.87349,0,130.87349,0,0,"2025/07/06 16:30:03",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,7.8,7.8,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,1,1,0,FIRM,130.87349,0.38,0.38,0.1,7.8,0.1,0.38,0.38,1,233853.22881,3914.49375,551.15603,372.38,12217.92037,428.99206,820.98346,464.89215,5345.1463,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1204.29395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:35:00",1,SA1,20250706151,0,149,0,149,0,0,"2025/07/06 16:30:03",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,7.8,7.8,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,1,1,0,FIRM,149,0.38,0.38,0.1,7.8,0.1,0.38,0.38,1,891717.77931,36288.49756,659.7358,620.65192,12466.19229,17182.94987,11769.42772,970.61093,5850.86508,NOT_OCD,NOT_MII,0.86,0.86,0,20300,20300,0,0.86,20300,1992.97395,124206.6731
D,DISPATCH,PRICE,5,"2025/07/06 16:40:00",1,QLD1,20250706152,0,129.77,0,129.77,0,0,"2025/07/06 16:35:04",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,10,10,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.99,3.99,0,FIRM,129.77,0.38,0.38,0.1,10,0.1,0.38,0.38,3.99,233708.33881,3914.48375,551.15603,372.33,12217.92037,428.71206,820.97346,464.89215,5338.5163,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1204.29395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:35:00",1,TAS1,20250706151,0,190.04,0,190.04,0,0,"2025/07/06 16:30:03",0.36,0.36,0,0.36,0.36,0,0,0,0,7.52,7.52,0,1.74,1.74,0,7.21,7.21,0,4.66,4.66,0,4.66,4.66,0,FIRM,190.04,0.36,0.36,0,7.52,1.74,7.21,4.66,4.66,326131.71453,6819.37472,839.83057,404.89,24148.53171,896.41036,921.84656,439.82782,5803.80479,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,824.53783,0.02
D,DISPATCH,PRICE,5,"2025/07/06 16:35:00",1,VIC1,20250706151,0,155.99155,0,155.99155,0,0,"2025/07/06 16:30:03",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,7.8,7.8,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,1,1,0,FIRM,155.99155,0.38,0.38,0.1,7.8,0.1,0.38,0.38,1,286614.65284,3914.49375,551.15603,372.38,12217.92037,428.99206,820.98346,464.89215,5345.1463,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1204.29395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:40:00",1,NSW1,20250706152,0,149.88371,0,149.88371,0,0,"2025/07/06 16:35:04",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,10,10,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.99,3.99,0,FIRM,149.88371,0.38,0.38,0.1,10,0.1,0.38,0.38,3.99,298462.65776,3914.48375,551.15603,372.33,12217.92037,428.71206,820.97346,464.89215,5338.5163,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1204.29395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:40:00",1,SA1,20250706152,0,148.16078,0,148.16078,0,0,"2025/07/06 16:35:04",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,10,10,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.99,3.99,0,FIRM,148.16078,0.38,0.38,0.1,10,0.1,0.38,0.38,3.99,891647.2551,36288.48756,659.7358,620.60192,12466.19229,17182.66987,11769.41772,970.61093,5844.23508,NOT_OCD,NOT_MII,0.86,0.86,0,0.04,0.04,0,0.86,0.04,1992.97395,124206.7131
D,DISPATCH,PRICE,5,"2025/07/06 16:40:00",1,TAS1,20250706152,0,190.04,0,190.04,0,0,"2025/07/06 16:35:04",0.36,0.36,0,0.36,0.36,0,0,0,0,6.52,6.52,0,1.74,1.74,0,7.21,7.21,0,1.99089,1.99089,0,1.99089,1.99089,0,FIRM,190.04,0.36,0.36,0,6.52,1.74,7.21,1.99089,1.99089,326241.62453,6819.35472,839.81057,404.51,24148.59118,893.50036,927.68656,441.43871,5802.63994,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,824.53783,0.02
D,DISPATCH,PRICE,5,"2025/07/06 16:40:00",1,VIC1,20250706152,0,155.59876,0,155.59876,0,0,"2025/07/06 16:35:04",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,10,10,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.99,3.99,0,FIRM,155.59876,0.38,0.38,0.1,10,0.1,0.38,0.38,3.99,286528.2916,3914.48375,551.15603,372.33,12217.92037,428.71206,820.97346,464.89215,5338.5163,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1204.29395,1.25
D,DISPATCH,PRICE,5,"2025/07/06 16:45:00",1,NSW1,20250706153,0,151.93536,0,151.93536,0,0,"2025/07/06 16:40:03",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,16,16,0,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,8.5,8.5,0,FIRM,151.93536,0.38,0.38,0.1,16,0.39,0.38,0.38,8.5,298333.0852,3914.48375,551.15603,372.28,12223.92037,428.72206,820.90346,464.89215,5343.3163,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1204.29395,1.25
