C,SETP.WORLD,DVD_DISPATCHPRICE,AEMO,PUBLIC,2025/08/08,09:36:13,001754609773098,MONTHLY_ARCHIVE,001754609773098
I,DISPATCH,PRICE,5,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,LASTCHANGED,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,PRICE_STATUS,PRE_AP_ENERGY_PRICE,PRE_AP_RAISE6_PRICE,PRE_AP_RAISE60_PRICE,PRE_AP_RAISE5MIN_PRICE,PRE_AP_RAISEREG_PRICE,PRE_AP_LOWER6_PRICE,PRE_AP_LOWER60_PRICE,PRE_AP_LOWER5MIN_PRICE,PRE_AP_LOWERREG_PRICE,CUMUL_PRE_AP_ENERGY_PRICE,CUMUL_PRE_AP_RAISE6_PRICE,CUMUL_PRE_AP_RAISE60_PRICE,CUMUL_PRE_AP_RAISE5MIN_PRICE,CUMUL_PRE_AP_RAISEREG_PRICE,CUMUL_PRE_AP_LOWER6_PRICE,CUMUL_PRE_AP_LOWER60_PRICE,CUMUL_PRE_AP_LOWER5MIN_PRICE,CUMUL_PRE_AP_LOWERREG_PRICE,OCD_STATUS,MII_STATUS,RAISE1SECRRP,RAISE1SECROP,RAISE1SECAPCFLAG,LOWER1SECRRP,LOWER1SECROP,LOWER1SECAPCFLAG,PRE_AP_RAISE1_PRICE,PRE_AP_LOWER1_PRICE,CUMUL_PRE_AP_RAISE1_PRICE,CUMUL_PRE_AP_LOWER1_PRICE
D,DISPATCH,PRICE,5,"2025/07/13 14:30:00",1,SA1,20250713126,0,-19.97,0,-19.97,0,0,"2025/07/13 14:25:07",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,3.99,3.99,0,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,0.93,0.93,0,FIRM,-19.97,0.1,0.1,0.1,3.99,0.38,0.39,0.38,0.93,138968.89799,2389.49073,1030.82045,350.75341,12137.46005,598.1022,1297.91083,446.31997,4379.52034,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,1019.94,389304.23003
D,DISPATCH,PRICE,5,"2025/07/13 14:30:00",1,TAS1,20250713126,0,107.4735,0,107.4735,0,0,"2025/07/13 14:25:07",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,7.09,7.09,0,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,2.2,2.2,0,FIRM,107.4735,0.38,0.38,0.1,7.09,0.38,0.39,0.38,2.2,292918.41297,2842.2668,1110.28392,428.49347,13813.20025,979.48205,1703.31183,443.90893,8513.61432,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,791.93283,0.84
D,DISPATCH,PRICE,5,"2025/07/13 14:30:00",1,VIC1,20250713126,0,1.475,0,1.475,0,0,"2025/07/13 14:25:07",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,3.99,3.99,0,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,0.93,0.93,0,FIRM,1.475,0.1,0.1,0.1,3.99,0.38,0.39,0.38,0.93,124053.85413,2386.23073,1044.34957,354.78341,12141.49005,532.55273,1240.27838,445.13997,4378.34034,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,1018.87,2.55
D,DISPATCH,PRICE,5,"2025/07/13 14:35:00",1,NSW1,20250713127,0,45,0,45,0,0,"2025/07/13 14:30:11",0.01,0.01,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.38,0.38,0,4.64,4.64,0,0.38,0.38,0,2,2,0,FIRM,45,0.01,0.1,0.1,0.1,0.38,4.64,0.38,2,169525.07472,2385.87073,1044.34957,354.78341,12133.44627,532.56273,1244.53838,445.13997,4378.34034,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,1018.5,2.55
D,DISPATCH,PRICE,5,"2025/07/13 14:35:00",1,QLD1,20250713127,0,-15.5,0,-15.5,0,0,"2025/07/13 14:30:11",0.01,0.01,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.38,0.38,0,4.64,4.64,0,0.38,0.38,0,2,2,0,FIRM,-15.5,0.01,0.1,0.1,0.1,0.38,4.64,0.38,2,140860.98143,2385.87073,1044.34957,354.78341,12133.44627,532.56273,1244.53838,445.13997,4378.34034,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,1018.5,2.55
D,DISPATCH,PRICE,5,"2025/07/13 14:35:00",1,SA1,20250713127,0,-18.2143,0,-18.2143,0,0,"2025/07/13 14:30:11",0.01,0.01,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.38,0.38,0,4.64,4.64,0,0.38,0.38,0,2,2,0,FIRM,-18.2143,0.01,0.1,0.1,0.1,0.38,4.64,0.38,2,138966.68369,2389.13073,1030.82045,350.75341,12129.41627,597.6322,1300.55083,446.31997,4379.52034,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,1019.57,389170.88003
D,DISPATCH,PRICE,5,"2025/07/13 14:35:00",1,TAS1,20250713127,0,110.28305,0,110.28305,0,0,"2025/07/13 14:30:11",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,7.09,7.09,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,2.2,2.2,0,FIRM,110.28305,0.38,0.38,0.1,7.09,0.38,0.38,0.38,2.2,292904.87671,2842.2768,1110.30392,428.49347,13813.77025,979.49205,1703.31183,443.90893,8513.15432,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,791.56283,0.84
D,DISPATCH,PRICE,5,"2025/07/13 14:35:00",1,VIC1,20250713127,0,0.04,0,0.04,0,0,"2025/07/13 14:30:11",0.01,0.01,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.38,0.38,0,4.64,4.64,0,0.38,0.38,0,2,2,0,FIRM,0.04,0.01,0.1,0.1,0.1,0.38,4.64,0.38,2,123989.9721,2385.87073,1044.34957,354.78341,12133.44627,532.56273,1244.53838,445.13997,4378.34034,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,1018.5,2.55
D,DISPATCH,PRICE,5,"2025/07/13 14:40:00",1,NSW1,20250713128,0,10.11441,0,10.11441,0,0,"2025/07/13 14:35:07",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,4.99,4.99,0,0.39,0.39,0,7.75,7.75,0,0.38,0.38,0,2,2,0,FIRM,10.11441,0.1,0.1,0.1,4.99,0.39,7.75,0.38,2,169442.78602,2385.60073,1044.34957,354.78341,12130.63627,532.83273,1251.90838,445.13997,4379.34034,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,1018.2,2.55
D,DISPATCH,PRICE,5,"2025/07/13 14:40:00",1,QLD1,20250713128,0,-16.43,0,-16.43,0,0,"2025/07/13 14:35:07",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,4.99,4.99,0,0.39,0.39,0,7.75,7.75,0,0.38,0.38,0,2,2,0,FIRM,-16.43,0.1,0.1,0.1,4.99,0.39,7.75,0.38,2,140767.51267,2385.60073,1044.34957,354.78341,12130.63627,532.83273,1251.90838,445.13997,4379.34034,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,1018.2,2.55
D,DISPATCH,PRICE,5,"2025/07/13 14:40:00",1,SA1,20250713128,0,-20.08,0,-20.08,0,0,"2025/07/13 14:35:07",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,4.99,4.99,0,0.39,0.39,0,7.75,7.75,0,0.38,0.38,0,2,2,0,FIRM,-20.08,0.1,0.1,0.1,4.99,0.39,7.75,0.38,2,138961.10359,2388.86073,1030.82045,350.75341,12126.60627,597.6322,1307.91083,446.31997,4380.52034,NOT_OCD,NOT_MII,0,0,0,0.94,0.94,0,0,0.94,1019.27,389038.47003
D,DISPATCH,PRICE,5,"2025/07/13 14:40:00",1,TAS1,20250713128,0,123.55951,0,123.55951,0,0,"2025/07/13 14:35:07",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,7.09,7.09,0,0.39,0.39,0,7.75,7.75,0,0.38,0.38,0,3.0234,3.0234,0,FIRM,123.55951,0.38,0.38,0.1,7.09,0.39,7.75,0.38,3.0234,292888.39622,2842.2868,1110.32392,428.49347,13814.34025,979.76205,1710.68183,443.90893,8513.51772,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,791.26283,0.84
D,DISPATCH,PRICE,5,"2025/07/13 14:40:00",1,VIC1,20250713128,0,16.5,0,16.5,0,0,"2025/07/13 14:35:07",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,4.99,4.99,0,0.39,0.39,0,7.75,7.75,0,0.38,0.38,0,2,2,0,FIRM,16.5,0.1,0.1,0.1,4.99,0.39,7.75,0.38,2,123926.52248,2385.60073,1044.34957,354.78341,12130.63627,532.83273,1251.90838,445.13997,4379.34034,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,1018.2,2.55
D,DISPATCH,PRICE,5,"2025/07/13 14:45:00",1,NSW1,20250713129,0,4.7084,0,4.7084,0,0,"2025/07/13 14:40:17",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,9.24,9.24,0,0.38,0.38,0,4.89,4.89,0,0.38,0.38,0,0.93,0.93,0,FIRM,4.7084,0.1,0.1,0.1,9.24,0.38,4.89,0.38,0.93,169427.66946,2385.33073,1044.34957,354.78341,12132.07627,533.11273,1256.41838,445.13997,4368.38034,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,1017.84,2.55
D,DISPATCH,PRICE,5,"2025/07/13 14:45:00",1,QLD1,20250713129,0,-16,0,-16,0,0,"2025/07/13 14:40:17",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,9.24,9.24,0,0.38,0.38,0,4.89,4.89,0,0.38,0.38,0,0.93,0.93,0,FIRM,-16,0.1,0.1,0.1,9.24,0.38,4.89,0.38,0.93,140735.12352,2385.33073,1044.34957,354.78341,12132.07627,533.11273,1256.41838,445.13997,4368.38034,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,1017.84,2.55
D,DISPATCH,PRICE,5,"2025/07/13 14:45:00",1,SA1,20250713129,0,-20.09997,0,-20.09997,0,0,"2025/07/13 14:40:17",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,9.24,9.24,0,0.38,0.38,0,4.89,4.89,0,0.38,0.38,0,0.93,0.93,0,FIRM,-20.09997,0.1,0.1,0.1,9.24,0.38,4.89,0.38,0.93,138941.00362,2388.59073,1030.82045,350.75341,12128.04627,597.6222,1310.96083,446.31997,4369.56034,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,1018.91,389038.43003
D,DISPATCH,PRICE,5,"2025/07/13 14:45:00",1,TAS1,20250713129,0,115.47437,0,115.47437,0,0,"2025/07/13 14:40:17",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,7.09,7.09,0,0.38,0.38,0,4.89,4.89,0,0.38,0.38,0,2.2,2.2,0,FIRM,115.47437,0.38,0.38,0.1,7.09,0.38,4.89,0.38,2.2,292903.61059,2842.2968,1110.34392,428.49347,13813.91025,980.04205,1715.19183,443.90893,8513.05772,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,790.90283,0.84
D,DISPATCH,PRICE,5,"2025/07/13 14:45:00",1,VIC1,20250713129,0,8.95,0,8.95,0,0,"2025/07/13 14:40:17",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,9.24,9.24,0,0.38,0.38,0,4.89,4.89,0,0.38,0.38,0,0.93,0.93,0,FIRM,8.95,0.1,0.1,0.1,9.24,0.38,4.89,0.38,0.93,123915.47248,2385.33073,1044.34957,354.78341,12132.07627,533.11273,1256.41838,445.13997,4368.38034,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,1017.84,2.55
D,DISPATCH,PRICE,5,"2025/07/13 14:50:00",1,NSW1,20250713130,0,4.54112,0,4.54112,0,0,"2025/07/13 14:45:17",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.91,0.91,0,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,FIRM,4.54112,0.1,0.1,0.1,0.91,0.38,0.39,0.38,0.38,169382.02161,2385.06073,1044.34957,354.78341,12126.45627,533.11273,1256.42838,445.13997,4367.27034,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,1017.52,2.55
D,DISPATCH,PRICE,5,"2025/07/13 14:50:00",1,VIC1,20250713130,0,8.95,0,8.95,0,0,"2025/07/13 14:45:17",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.91,0.91,0,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,FIRM,8.95,0.1,0.1,0.1,0.91,0.38,0.39,0.38,0.38,123873.74226,2385.06073,1044.34957,354.78341,12126.45627,533.11273,1256.42838,445.13997,4367.27034,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,1017.52,2.55
D,DISPATCH,PRICE,5,"2025/07/13 14:50:00",1,QLD1,20250713130,0,-14.78,0,-14.78,0,0,"2025/07/13 14:45:17",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.91,0.91,0,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,FIRM,-14.78,0.1,0.1,0.1,0.91,0.38,0.39,0.38,0.38,140677.52974,2385.06073,1044.34957,354.78341,12126.45627,533.11273,1256.42838,445.13997,4367.27034,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,1017.52,2.55
D,DISPATCH,PRICE,5,"2025/07/13 14:50:00",1,SA1,20250713130,0,-20,0,-20,0,0,"2025/07/13 14:45:17",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.91,0.91,0,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,FIRM,-20,0.1,0.1,0.1,0.91,0.38,0.39,0.38,0.38,138941.00362,2388.32073,1030.82045,350.75341,12122.42627,597.6122,1310.96083,446.30997,4368.44034,NOT_OCD,NOT_MII,0.04,0.04,0,9.99,9.99,0,0.04,9.99,1018.59,389048.38003
D,DISPATCH,PRICE,5,"2025/07/13 14:50:00",1,TAS1,20250713130,0,115.47437,0,115.47437,0,0,"2025/07/13 14:45:17",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,7.09,7.09,0,0.38,0.38,0,0.39,0.39,0,0.38,0.38,0,2.2,2.2,0,FIRM,115.47437,0.38,0.38,0.1,7.09,0.38,0.39,0.38,2.2,292909.15631,2842.3068,1110.36392,428.49347,13814.48025,980.04205,1715.20183,443.90893,8512.59772,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,790.58283,0.84
D,DISPATCH,PRICE,5,"2025/07/13 14:55:00",1,NSW1,20250713131,0,4.71311,0,4.71311,0,0,"2025/07/13 14:50:18",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.38,0.38,0,1.83,1.83,0,0.38,0.38,0,1,1,0,FIRM,4.71311,0.1,0.1,0.1,0.1,0.38,1.83,0.38,1,169326.13508,2384.78073,1044.34957,354.78341,12121.56627,533.11273,1257.25838,445.13997,4364.78034,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,1017.19,2.55
D,DISPATCH,PRICE,5,"2025/07/13 14:55:00",1,QLD1,20250713131,0,-14.78,0,-14.78,0,0,"2025/07/13 14:50:18",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.38,0.38,0,1.83,1.83,0,0.38,0.38,0,1,1,0,FIRM,-14.78,0.1,0.1,0.1,0.1,0.38,1.83,0.38,1,140611.99974,2384.78073,1044.34957,354.78341,12121.56627,533.11273,1257.25838,445.13997,4364.78034,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,1017.19,2.55
D,DISPATCH,PRICE,5,"2025/07/13 14:55:00",1,SA1,20250713131,0,-20.08,0,-20.08,0,0,"2025/07/13 14:50:18",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.38,0.38,0,1.83,1.83,0,0.38,0.38,0,1,1,0,FIRM,-20.08,0.1,0.1,0.1,0.1,0.38,1.83,0.38,1,138940.92362,2388.04073,1030.82045,350.75341,12117.53627,597.6022,1310.99083,446.30997,4365.95034,NOT_OCD,NOT_MII,0.04,0.04,0,0.04,0.04,0,0.04,0.04,1018.26,388915.07003
D,DISPATCH,PRICE,5,"2025/07/13 14:55:00",1,TAS1,20250713131,0,119.19032,0,119.19032,0,0,"2025/07/13 14:50:18",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,7.09,7.09,0,0.38,0.38,0,1.83,1.83,0,0.38,0.38,0,2.2,2.2,0,FIRM,119.19032,0.38,0.38,0.1,7.09,0.38,1.83,0.38,2.2,292906.48029,2842.3068,1110.38392,428.49347,13815.05025,980.04205,1716.03183,443.90893,8512.13772,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,790.25283,0.84
D,DISPATCH,PRICE,5,"2025/07/13 14:55:00",1,VIC1,20250713131,0,12.42,0,12.42,0,0,"2025/07/13 14:50:18",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.38,0.38,0,1.83,1.83,0,0.38,0.38,0,1,1,0,FIRM,12.42,0.1,0.1,0.1,0.1,0.38,1.83,0.38,1,123824.4385,2384.78073,1044.34957,354.78341,12121.56627,533.11273,1257.25838,445.13997,4364.78034,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,1017.19,2.55
D,DISPATCH,PRICE,5,"2025/07/13 15:00:00",1,NSW1,20250713132,0,-7.82292,0,-7.82292,0,0,"2025/07/13 14:55:12",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.91,0.91,0,0.39,0.39,0,1,1,0,0.38,0.38,0,3.59,3.59,0,FIRM,-7.82292,0.1,0.1,0.1,0.91,0.39,1,0.38,3.59,169257.26021,2384.50073,1044.34957,354.78341,12100.00482,533.12273,1257.25838,445.13997,4362.37034,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,1016.86,2.55
D,DISPATCH,PRICE,5,"2025/07/13 15:00:00",1,QLD1,20250713132,0,-14.0197,0,-14.0197,0,0,"2025/07/13 14:55:12",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.91,0.91,0,0.39,0.39,0,1,1,0,0.38,0.38,0,3.59,3.59,0,FIRM,-14.0197,0.1,0.1,0.1,0.91,0.39,1,0.38,3.59,140545.43863,2384.50073,1044.34957,354.78341,12100.00482,533.12273,1257.25838,445.13997,4362.37034,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,1016.86,2.55
D,DISPATCH,PRICE,5,"2025/07/13 15:00:00",1,SA1,20250713132,0,-20.08,0,-20.08,0,0,"2025/07/13 14:55:12",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.91,0.91,0,0.39,0.39,0,1,1,0,0.38,0.38,0,3.59,3.59,0,FIRM,-20.08,0.1,0.1,0.1,0.91,0.39,1,0.38,3.59,138940.94354,2387.76073,1030.82045,350.75341,12095.97482,597.6022,1310.15083,446.29997,4363.53034,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,1017.93,388909.92003
D,DISPATCH,PRICE,5,"2025/07/13 15:00:00",1,TAS1,20250713132,0,105.89623,0,105.89623,0,0,"2025/07/13 14:55:12",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,7.09,7.09,0,0.39,0.39,0,1,1,0,0.38,0.38,0,2.2,2.2,0,FIRM,105.89623,0.38,0.38,0.1,7.09,0.39,1,0.38,2.2,292890.45239,2842.3068,1110.40392,428.49347,13814.62025,980.05205,1716.03183,443.90893,8511.67772,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,789.92283,0.84
D,DISPATCH,PRICE,5,"2025/07/13 15:00:00",1,VIC1,20250713132,0,0.00583,0,0.00583,0,0,"2025/07/13 14:55:12",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.91,0.91,0,0.39,0.39,0,1,1,0,0.38,0.38,0,3.59,3.59,0,FIRM,0.00583,0.1,0.1,0.1,0.91,0.39,1,0.38,3.59,123762.66521,2384.50073,1044.34957,354.78341,12100.00482,533.12273,1257.25838,445.13997,4362.37034,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,1016.86,2.55
D,DISPATCH,PRICE,5,"2025/07/13 15:05:00",1,NSW1,20250713133,0,83.10557,0,83.10557,0,0,"2025/07/13 15:00:12",0.01,0.01,0,0.1,0.1,0,0.1,0.1,0,0.91,0.91,0,0.39,0.39,0,0.72,0.72,0,0.38,0.38,0,1.49,1.49,0,FIRM,83.10557,0.01,0.1,0.1,0.91,0.39,0.72,0.38,1.49,169281.37998,2384.14073,1044.34957,354.78341,12093.08482,533.13273,1257.52838,445.13997,4360.16034,NOT_OCD,NOT_MII,0.01,0.01,0,0,0,0,0.01,0,1016.57,2.55
D,DISPATCH,PRICE,5,"2025/07/13 15:05:00",1,QLD1,20250713133,0,-12.64,0,-12.64,0,0,"2025/07/13 15:00:12",0.01,0.01,0,0.1,0.1,0,0.1,0.1,0,0.91,0.91,0,0.39,0.39,0,0.72,0.72,0,0.38,0.38,0,1.49,1.49,0,FIRM,-12.64,0.01,0.1,0.1,0.91,0.39,0.72,0.38,1.49,140482.04863,2384.14073,1044.34957,354.78341,12093.08482,533.13273,1257.52838,445.13997,4360.16034,NOT_OCD,NOT_MII,0.01,0.01,0,0,0,0,0.01,0,1016.57,2.55
D,DISPATCH,PRICE,5,"2025/07/13 15:05:00",1,SA1,20250713133,0,-20.1,0,-20.1,0,0,"2025/07/13 15:00:12",0.01,0.01,0,0.1,0.1,0,0.1,0.1,0,0.91,0.91,0,0.39,0.39,0,0.72,0.72,0,0.38,0.38,0,1.49,1.49,0,FIRM,-20.1,0.01,0.1,0.1,0.91,0.39,0.72,0.38,1.49,138936.84354,2387.40073,1030.82045,350.75341,12089.05482,597.6022,1305.98083,446.29997,4361.32034,NOT_OCD,NOT_MII,0.01,0.01,0,0,0,0,0.01,0,1017.64,388908.98003
D,DISPATCH,PRICE,5,"2025/07/13 15:05:00",1,TAS1,20250713133,0,90.95056,0,90.95056,0,0,"2025/07/13 15:00:12",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,7.09,7.09,0,0.39,0.39,0,0.72,0.72,0,0.38,0.38,0,2.2,2.2,0,FIRM,90.95056,0.38,0.38,0.1,7.09,0.39,0.72,0.38,2.2,292861.76539,2842.3168,1110.42392,428.49347,13815.19025,980.06205,1716.30183,443.90893,8511.21772,NOT_OCD,NOT_MII,0.01,0.01,0,0,0,0,0.01,0,789.63283,0.84
D,DISPATCH,PRICE,5,"2025/07/13 15:05:00",1,VIC1,20250713133,0,-13.99967,0,-13.99967,0,0,"2025/07/13 15:00:12",0.01,0.01,0,0.1,0.1,0,0.1,0.1,0,0.91,0.91,0,0.39,0.39,0,0.72,0.72,0,0.38,0.38,0,1.49,1.49,0,FIRM,-13.99967,0.01,0.1,0.1,0.91,0.39,0.72,0.38,1.49,123688.92322,2384.14073,1044.34957,354.78341,12093.08482,533.13273,1257.52838,445.13997,4360.16034,NOT_OCD,NOT_MII,0.01,0.01,0,0,0,0,0.01,0,1016.57,2.55
D,DISPATCH,PRICE,5,"2025/07/13 15:10:00",1,NSW1,20250713134,0,50.35,0,50.35,0,0,"2025/07/13 15:05:12",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.38,0.38,0,2.47,2.47,0,0.38,0.38,0,1,1,0,FIRM,50.35,0.1,0.1,0.1,0.1,0.38,2.47,0.38,1,169273.93493,2383.87073,1044.34957,354.78341,12085.58482,533.13273,1259.61838,445.13997,4357.41034,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,1016.31,2.55
D,DISPATCH,PRICE,5,"2025/07/13 15:10:00",1,QLD1,20250713134,0,-12.28,0,-12.28,0,0,"2025/07/13 15:05:12",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.38,0.38,0,2.47,2.47,0,0.38,0.38,0,1,1,0,FIRM,-12.28,0.1,0.1,0.1,0.1,0.38,2.47,0.38,1,140419.01863,2383.87073,1044.34957,354.78341,12085.58482,533.13273,1259.61838,445.13997,4357.41034,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,1016.31,2.55
D,DISPATCH,PRICE,5,"2025/07/13 15:10:00",1,SA1,20250713134,0,-20.09997,0,-20.09997,0,0,"2025/07/13 15:05:12",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.38,0.38,0,2.47,2.47,0,0.38,0.38,0,1,1,0,FIRM,-20.09997,0.1,0.1,0.1,0.1,0.38,2.47,0.38,1,138916.74357,2387.13073,1030.82045,350.75341,12081.55482,597.1222,1304.45083,446.28997,4358.56034,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,1017.38,388842.99003
D,DISPATCH,PRICE,5,"2025/07/13 15:10:00",1,TAS1,20250713134,0,91.82336,0,91.82336,0,0,"2025/07/13 15:05:12",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,7.09,7.09,0,0.38,0.38,0,2.47,2.47,0,0,0,0,2.2,2.2,0,FIRM,91.82336,0.38,0.38,0.1,7.09,0.38,2.47,0,2.2,292834.70356,2842.3268,1110.44392,428.49347,13815.76025,980.06205,1718.39183,443.52893,8510.75772,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,789.37283,0.84
D,DISPATCH,PRICE,5,"2025/07/13 15:10:00",1,VIC1,20250713134,0,-13.99942,0,-13.99942,0,0,"2025/07/13 15:05:12",0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.38,0.38,0,2.47,2.47,0,0.38,0.38,0,1,1,0,FIRM,-13.99942,0.1,0.1,0.1,0.1,0.38,2.47,0.38,1,123615.90392,2383.87073,1044.34957,354.78341,12085.58482,533.13273,1259.61838,445.13997,4357.41034,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,1016.31,2.55
D,DISPATCH,PRICE,5,"2025/07/13 15:15:00",1,NSW1,20250713135,0,-0.0247,0,-0.0247,0,0,"2025/07/13 15:10:19",0.1,0.1,0,0.04,0.04,0,0.1,0.1,0,0.91,0.91,0,0.38,0.38,0,10,10,0,0.38,0.38,0,11.39,11.39,0,FIRM,-0.0247,0.1,0.04,0.1,0.91,0.38,10,0.38,11.39,169273.91023,2383.60073,1044.28957,354.78341,12065.49482,533.13273,1269.23838,445.13997,4366.80034,NOT_OCD,NOT_MII,0.3,0.3,0,0,0,0,0.3,0,1016.24,2.55
D,DISPATCH,PRICE,5,"2025/07/13 15:15:00",1,QLD1,20250713135,0,-0.02083,0,-0.02083,0,0,"2025/07/13 15:10:19",0.1,0.1,0,0.04,0.04,0,0.1,0.1,0,0.91,0.91,0,0.38,0.38,0,10,10,0,0.38,0.38,0,11.39,11.39,0,FIRM,-0.02083,0.1,0.04,0.1,0.91,0.38,10,0.38,11.39,140418.9978,2383.60073,1044.28957,354.78341,12065.49482,533.13273,1269.23838,445.13997,4366.80034,NOT_OCD,NOT_MII,0.3,0.3,0,0,0,0,0.3,0,1016.24,2.55
